id,title,subtitle,poster,url,star_time
2003650011,书店日记,[英] 肖恩·白塞尔 / 2019 / 广西师范大学出版社,https://img9.doubanio.com/view/subject/l/public/s33441355.jpg,https://book.douban.com/subject/33459737/,2020-05-09 10:48:38
2368674432,怀抱花月的水妖,[日] 野村美月 文 竹冈美穗 图 / 2011 / 人民文学出版社,https://img9.doubanio.com/view/subject/l/public/s6296816.jpg,https://book.douban.com/subject/5921001/,2020-05-02 20:46:15
2361209308,汤岛之恋,[日] 泉镜花 / 2011 / 吉林出版集团,https://img9.doubanio.com/view/subject/l/public/s4682867.jpg,https://book.douban.com/subject/5423546/,2020-04-27 10:18:41
2359682346,夜叉ヶ池・天守物語,泉 鏡花 / 1984 / 岩波書店,https://img9.doubanio.com/view/subject/l/public/s4537400.jpg,https://book.douban.com/subject/5363320/,2020-04-26 10:14:31
2355876555,护士的故事,[英] 克里斯蒂·沃森 / 2020 / 浦睿文化·湖南人民出版社,https://img9.doubanio.com/view/subject/l/public/s33576240.jpg,https://book.douban.com/subject/34922193/,2020-04-23 17:26:29
2346432791,背離親緣（上）,安德魯．所羅門 Andrew Solomon / 2015 / 大家,https://img9.doubanio.com/view/subject/l/public/s28282303.jpg,https://book.douban.com/subject/26598453/,2020-04-17 14:49:46
2341627580,第十二个天体,[美]撒迦利亚· 西琴 / 2009 / 重庆出版社,https://img9.doubanio.com/view/subject/l/public/s4033197.jpg,https://book.douban.com/subject/3875749/,2020-04-14 12:06:15
1974690635,伦敦人,[加]克莱格·泰勒 / 2019 / 湖南文艺出版社,https://img9.doubanio.com/view/subject/l/public/s33496317.jpg,https://book.douban.com/subject/34786067/,2020-04-10 13:06:18
2328614191,天下刀宗,雨楼清歌 / 2020 / 天地出版社,https://img9.doubanio.com/view/subject/l/public/s33533793.jpg,https://book.douban.com/subject/34910865/,2020-04-06 13:34:20
2279407440,“破碎的星球”三部曲,[美]N.K.杰米辛 / 2018 / 天地出版社,https://img9.doubanio.com/view/subject/l/public/s29710600.jpg,https://book.douban.com/subject/27605897/,2020-03-11 18:29:43
2157130657,哈利.波特-(珍藏版)(全七册),J.K.罗琳 / 2008 / 人民文学出版社,https://img9.doubanio.com/view/subject/l/public/s3600836.jpg,https://book.douban.com/subject/3393172/,2020-01-29 05:30:52
2124420466,黑暗物质三部曲,[英]菲利普•普尔曼(Philip Pullman) / 2020,https://img9.doubanio.com/view/subject/l/public/s33542723.jpg,https://book.douban.com/subject/34923030/,2020-01-07 12:38:38
2101481574,倚天屠龙记,金庸 / 1999 / 生活·读书·新知三联书店,https://img9.doubanio.com/view/subject/l/public/s34097535.jpg,https://book.douban.com/subject/1070851/,2019-12-25 18:06:01
2050740715,武士的女儿,(美)贾尼斯·宝莫伦斯·二村 / 2018 / 中信出版社,https://img9.doubanio.com/view/subject/l/public/s29941959.jpg,https://book.douban.com/subject/30365932/,2019-11-22 00:40:09
2015092418,闲话闲说,阿城 / 2019 / 上海三联书店,https://img9.doubanio.com/view/subject/l/public/s32281342.jpg,https://book.douban.com/subject/30314042/,2019-10-26 16:44:48
1993732148,蝴蝶梦,[英] 达夫妮·杜穆里埃 / 2006 / 上海译文出版社,https://img9.doubanio.com/view/subject/l/public/s1790267.jpg,https://book.douban.com/subject/1858583/,2019-10-10 23:43:38
1961203224,有匪,Priest / 2017 / 湖南文艺出版社,https://img9.doubanio.com/view/subject/l/public/s29609111.jpg,https://book.douban.com/subject/27198567/,2019-09-20 01:00:26
1914999279,这世界唯一的你：自闭症人士独特行为背后的真相,[美] 巴瑞·普瑞桑（Barry M. Prizant） 汤姆·菲尔兹-迈耶（Tom Fields-Meyer） / 2016 / 机械工业出版社,https://img9.doubanio.com/view/subject/l/public/s28524412.jpg,https://book.douban.com/subject/26747816/,2019-08-18 21:54:52
1894898698,红玫瑰与白玫瑰,张爱玲 / 2012 / 北京十月文艺出版社,https://img9.doubanio.com/view/subject/l/public/s10199551.jpg,https://book.douban.com/subject/10757939/,2019-08-07 12:41:12
1890039121,棋王,阿城 / 2019 / 上海三联书店,https://img9.doubanio.com/view/subject/l/public/s32281341.jpg,https://book.douban.com/subject/30330181/,2019-08-04 02:35:10
1889875232,地光,[英] 阿瑟·克拉克 / 2018 / 江苏凤凰文艺出版社,https://img9.doubanio.com/view/subject/l/public/s29839803.jpg,https://book.douban.com/subject/30222420/,2019-08-04 00:14:53
1857858906,遥远的地球之歌,[英] 阿瑟·克拉克 / 2018 / 江苏凤凰文艺出版社,https://img9.doubanio.com/view/subject/l/public/s29839804.jpg,https://book.douban.com/subject/30222424/,2019-07-13 08:27:43
1850273970,最后一个地球人,[英] 阿瑟·克拉克 / 2012 / 江苏文艺出版社,https://img9.doubanio.com/view/subject/l/public/s11364443.jpg,https://book.douban.com/subject/10591694/,2019-07-07 13:12:56
1836703935,与罗摩相会,[英] 阿瑟·克拉克 / 2018 / 江苏凤凰文艺出版社,https://img9.doubanio.com/view/subject/l/public/s29773195.jpg,https://book.douban.com/subject/30161861/,2019-06-27 20:09:08
1836698978,佳期如梦,匪我思存 / 2007 / 新世界出版社,https://img9.doubanio.com/view/subject/l/public/s1991548.jpg,https://book.douban.com/subject/1962929/,2019-06-27 03:09:09
1833319216,鼓起勇气，开始整理,【日】佐原美和 / 2017 / 江苏凤凰文艺出版社,https://img9.doubanio.com/view/subject/l/public/s29355014.jpg,https://book.douban.com/subject/26978448/,2019-06-24 01:08:13
1833104991,倾城之恋,张爱玲 / 2012 / 北京十月文艺出版社,https://img9.doubanio.com/view/subject/l/public/s10205753.jpg,https://book.douban.com/subject/10757940/,2019-06-23 22:37:22
1818914395,再见，黑鸟,[日]伊坂幸太郎 / 2019 / 上海文化出版社,https://img9.doubanio.com/view/subject/l/public/s32276742.jpg,https://book.douban.com/subject/30475755/,2019-06-11 18:59:27
1809870318,睡美人,[日] 川端康成 / 2014 / 南海出版公司,https://img9.doubanio.com/view/subject/l/public/s33716312.jpg,https://book.douban.com/subject/25772862/,2019-06-04 00:07:58
1808920366,九州·飘零书·商博良,江南 / 2018 / 人民文学出版社,https://img9.doubanio.com/view/subject/l/public/s29899285.jpg,https://book.douban.com/subject/30334816/,2019-06-03 01:35:58
1808445911,九州·缥缈录,江南 / 2005 / 新世界出版社,https://img9.doubanio.com/view/subject/l/public/s1520169.jpg,https://book.douban.com/subject/1321017/,2019-06-02 19:24:36
1799131936,印象笔记留给你的空间,李参 / 2016 / 电子工业出版社,https://img9.doubanio.com/view/subject/l/public/s28779913.jpg,https://book.douban.com/subject/26809387/,2019-05-25 23:43:22
1795526648,闪闪发光的人生,[日]小川糸 / 2019 / 湖南文艺出版社,https://img9.doubanio.com/view/subject/l/public/s29967212.jpg,https://book.douban.com/subject/30255971/,2019-05-22 18:54:46
1792461306,寄居者,严歌苓 / 2009 / 新星出版社,https://img9.doubanio.com/view/subject/l/public/s5994573.jpg,https://book.douban.com/subject/3546250/,2019-05-20 02:12:51
1787989483,阿咪,丰子恺 / 2015 / 新星出版社,https://img9.doubanio.com/view/subject/l/public/s27971566.jpg,https://book.douban.com/subject/26258748/,2019-05-16 12:41:57
1782269459,忘川 下,沧月 / 2014 / 北京联合出版公司,https://img9.doubanio.com/view/subject/l/public/s27622162.jpg,https://book.douban.com/subject/26133411/,2019-05-11 02:04:57
1770004242,房思琪的初戀樂園,林奕含 / 2017 / 游擊文化,https://img9.doubanio.com/view/subject/l/public/s29451142.jpg,https://book.douban.com/subject/26963900/,2019-04-29 21:37:37
1729677054,妻妾成群,苏童 / 2004 / 上海文艺出版社,https://img9.doubanio.com/view/subject/l/public/s6478105.jpg,https://book.douban.com/subject/1025753/,2019-03-26 10:23:05
1728544052,我是个妈妈，我需要铂金包,[美] 薇妮斯蒂·马丁 / 2018 / 中信出版社,https://img9.doubanio.com/view/subject/l/public/s30005266.jpg,https://book.douban.com/subject/26320194/,2019-03-25 08:51:07
1721727880,舞阳录,步非烟 / 2014 / 清华大学出版社,https://img9.doubanio.com/view/subject/l/public/s27320190.jpg,https://book.douban.com/subject/25923643/,2019-03-19 12:24:05
1720246435,华音流韶·梵花坠影,步非烟 / 2010 / 万卷出版公司,https://img9.doubanio.com/view/subject/l/public/s4408641.jpg,https://book.douban.com/subject/4900280/,2019-03-18 00:48:58
1713770771,香初上舞,藤萍 / 2005 / 广西人民出版社,https://img9.doubanio.com/view/subject/l/public/s1234132.jpg,https://book.douban.com/subject/1261471/,2019-03-12 19:04:56
1711458520,吉祥纹莲花楼（完美典藏版）,藤萍 / 2014 / 江苏文艺出版社,https://img9.doubanio.com/view/subject/l/public/s27238030.jpg,https://book.douban.com/subject/25846270/,2019-03-10 21:32:24
1702577239,醉步男,[日]小林泰三 / 2019 / 北京时代华文书局,https://img9.doubanio.com/view/subject/l/public/s33499480.jpg,https://book.douban.com/subject/30359030/,2019-03-04 00:01:04
1698078131,解体诸因,[日] 西泽保彦 / 2017 / 新星出版社,https://img9.doubanio.com/view/subject/l/public/s29502450.jpg,https://book.douban.com/subject/27078155/,2019-03-01 10:52:32
1692102394,上海堡垒,江南 / 2016 / 长江出版社,https://img9.doubanio.com/view/subject/l/public/s29140325.jpg,https://book.douban.com/subject/26910174/,2019-02-25 00:25:16
1678712200,球状闪电,刘慈欣 / 2005 / 四川科学技术出版社,https://img9.doubanio.com/view/subject/l/public/s26040205.jpg,https://book.douban.com/subject/1192090/,2019-02-16 19:44:11
1677122306,心,[日]夏目漱石 / 2013 / 陕西师范大学出版社,https://img9.doubanio.com/view/subject/l/public/s29432467.jpg,https://book.douban.com/subject/25720322/,2019-02-15 21:14:51
1658181253,2001：太空漫游,[英]阿瑟·克拉克（Arthur C. Clarke） / 2014 / 上海人民出版社,https://img9.doubanio.com/view/subject/l/public/s27306298.jpg,https://book.douban.com/subject/7007241/,2019-02-06 17:51:07
1649477894,50：伟大的短篇小说们,欧·亨利 契诃夫 都德 蒲宁 舒尔茨 波德莱尔 莫泊桑 马克·吐温 泰戈尔 海明威 福克纳 普希金 托尔斯泰 陀思妥耶夫斯基 爱伦·坡 伍尔夫 霍桑 毛姆 卡夫卡 茨威格 狄更斯 芥川龙之介 菲茨杰拉德 洛夫克拉夫特 / 2017 / 天津人民出版社,https://img9.doubanio.com/view/subject/l/public/s29644770.jpg,https://book.douban.com/subject/27601742/,2019-02-04 18:33:24
1654939509,窗边的小豆豆,[日] 黑柳彻子 著 岩崎千弘 图 / 2003 / 南海出版公司,https://img9.doubanio.com/view/subject/l/public/s1067911.jpg,https://book.douban.com/subject/1007914/,2019-02-04 11:18:01
1652496880,叶甫盖尼·奥涅金,[俄] 普希金 / 1985 / 人民文学出版社,https://img9.doubanio.com/view/subject/l/public/s1549143.jpg,https://book.douban.com/subject/1023467/,2019-02-02 13:47:07
1650990779,狐狸的窗户,(日)安房直子 文 (日)织茂恭子 绘 / 2009 / 二十一世纪出版社,https://img9.doubanio.com/view/subject/l/public/s4118483.jpg,https://book.douban.com/subject/4049269/,2019-02-01 08:49:02
1560539278,中世纪人,(英)艾琳·鲍尔 / 2018 / 北京时代华文书局,https://img9.doubanio.com/view/subject/l/public/s29920655.jpg,https://book.douban.com/subject/30337700/,2019-01-27 16:57:57
1297183341,小夜曲,[英] 石黑一雄 / 2011 / 上海译文出版社,https://img9.doubanio.com/view/subject/l/public/s29857829.jpg,https://book.douban.com/subject/5395157/,2019-01-25 07:41:22
1636868816,怪谈·奇谭,[日]小泉八云 / 2014 / 上海译文出版社,https://img9.doubanio.com/view/subject/l/public/s27466467.jpg,https://book.douban.com/subject/25887972/,2019-01-21 15:47:48
1636704651,查令十字街84号,[美] 海莲·汉芙 / 2005 / 译林出版社,https://img9.doubanio.com/view/subject/l/public/s1326174.jpg,https://book.douban.com/subject/1316648/,2019-01-21 13:18:47
1636317213,显微镜下的大明,马伯庸 / 2019 / 湖南文艺出版社,https://img9.doubanio.com/view/subject/l/public/s29960161.jpg,https://book.douban.com/subject/30414743/,2019-01-21 10:05:59
1634784548,流浪地球,刘慈欣 / 2008 / 长江文艺出版社,https://img9.doubanio.com/view/subject/l/public/s5961934.jpg,https://book.douban.com/subject/3266609/,2019-01-20 00:39:05
1634315692,礼物的流动,阎云翔 / 2017 / 上海人民出版社,https://img9.doubanio.com/view/subject/l/public/s29360916.jpg,https://book.douban.com/subject/26951502/,2019-01-19 20:02:33
1628895997,我的天才女友,[意] 埃莱娜·费兰特 / 2017 / 人民文学出版社,https://img9.doubanio.com/view/subject/l/public/s29164777.jpg,https://book.douban.com/subject/26878124/,2019-01-15 15:56:36
1625864549,爱玛,[英] 简·奥斯丁 / 2001 / 译林出版社,https://img9.doubanio.com/view/subject/l/public/s10264692.jpg,https://book.douban.com/subject/1093098/,2019-01-13 14:10:21
1621136835,小偷家族,[日] 是枝裕和 / 2019 / 北京联合出版公司,https://img9.doubanio.com/view/subject/l/public/s29952694.jpg,https://book.douban.com/subject/30374817/,2019-01-10 10:45:10
1581303385,全能侦探社,[英] 道格拉斯·亚当斯 / 2019 / 湖南文艺出版社,https://img9.doubanio.com/view/subject/l/public/s29920407.jpg,https://book.douban.com/subject/30325325/,2019-01-09 23:08:30
1608730200,明治,[日]茂吕美耶 / 2018 / 四川文艺出版社,https://img9.doubanio.com/view/subject/l/public/s29721208.jpg,https://book.douban.com/subject/27597984/,2019-01-04 08:49:03
1608395732,地海传奇2：地海古墓,(美)厄休拉·勒古恩 / 2013 / 江苏文艺出版社,https://img9.doubanio.com/view/subject/l/public/s27062245.jpg,https://book.douban.com/subject/24882313/,2019-01-03 00:23:57
1605764251,地海传奇：地海巫师,(美)厄休拉·勒古恩 / 2013 / 江苏文艺出版社,https://img9.doubanio.com/view/subject/l/public/s27062236.jpg,https://book.douban.com/subject/24882304/,2019-01-02 13:11:16
1605235077,神们自己,[美] 艾萨克·阿西莫夫 / 2014 / 江苏凤凰文艺出版社,https://img9.doubanio.com/view/subject/l/public/s27882508.jpg,https://book.douban.com/subject/26264967/,2019-01-01 16:27:42
