id,title,subtitle,poster,pubdate,url,rating,genres,star,star_time
2121340382,哈利·波特与魔法石,2001 / 美国 英国 / 奇幻 冒险 / 克里斯·哥伦布 / 丹尼尔·雷德克里夫 艾玛·沃森,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2614949805.jpg,2002-01-26(中国大陆),https://movie.douban.com/subject/1295038/,9.1,"奇幻,冒险",4.5,2020-01-05 15:25:13
2114377298,猫狗大战,2001 / 美国 澳大利亚 / 喜剧 动作 冒险 / 劳伦斯·哥特曼 / 杰夫·高布伦 伊丽莎白·帕金斯,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2525537693.jpg,2001-07-04(美国),https://movie.douban.com/subject/1305071/,6.9,"喜剧,动作,冒险",3.5,2020-01-01 19:06:31
2114153148,东京大饭店,2019 / 日本 / 剧情 / 冢原亚由子 / 木村拓哉 铃木京香,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2577941048.jpg,2019-10-20(日本),https://movie.douban.com/subject/33464695/,8.8,剧情,4.5,2020-01-01 16:37:23
2110366792,玩具总动员2,1999 / 美国 / 喜剧 动画 奇幻 / 约翰·拉塞特 艾什·布兰农 李·昂克里奇 / 汤姆·汉克斯 蒂姆·艾伦,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p1283688673.jpg,1999-11-24(美国),https://movie.douban.com/subject/1291574/,8.4,"喜剧,动画,奇幻",4,2019-12-30 11:28:03
2098879210,玩具总动员,1995 / 美国 / 喜剧 动画 家庭 / 约翰·拉塞特 / 汤姆·汉克斯 蒂姆·艾伦,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2565956404.jpg,1995-11-22(美国),https://movie.douban.com/subject/1291575/,8.5,"喜剧,动画,家庭",4.5,2019-12-23 21:40:47
2095618644,飞屋环游记,2009 / 美国 / 剧情 喜剧 动画 / 彼特·道格特 鲍勃·彼德森 / 爱德华·阿斯纳 克里斯托弗·普卢默,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2363116942.jpg,2009-08-04(中国大陆),https://movie.douban.com/subject/2129039/,9.1,"剧情,喜剧,动画",4.5,2019-12-21 22:25:32
2089989626,昨日的美食,2019 / 日本 / 剧情 同性 家庭 / 中江和仁 野尻克己 片桐健滋 / 西岛秀俊 内野圣阳,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2553223074.jpg,2019-04-05(日本),https://movie.douban.com/subject/30442369/,8.8,"剧情,同性,家庭",4.5,2019-12-18 18:03:31
2073642482,穿越时空的少女,2006 / 日本 / 剧情 爱情 科幻 / 细田守 / 仲里依纱 石田卓也,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2079334286.jpg,2006-07-15(日本),https://movie.douban.com/subject/1937946/,8.6,"剧情,爱情,科幻",4.5,2019-12-07 15:19:32
2068118576,大叔之爱 第一季,2018 / 日本 / 喜剧 爱情 同性 / 瑠东东一郎 / 田中圭 吉田钢太郎,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2518060958.jpg,2018-04-21(日本),https://movie.douban.com/subject/30156023/,8.2,"喜剧,爱情,同性",4,2019-12-03 09:04:25
,杏仁豆腐心,,https://img3.doubanio.com/pview/drama_subject_poster/median/public/d105096331887dd.jpg,,https://www.douban.com/location/drama/30256059/,,,4,2019-11-24 18:00
2053371154,冰雪奇缘2,2019 / 美国 / 喜剧 动画 冒险 / 克里斯·巴克 珍妮弗·李 / 克里斯汀·贝尔 伊迪娜·门泽尔,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2572847101.jpg,2019-11-22(中国大陆),https://movie.douban.com/subject/25887288/,7,"喜剧,动画,冒险",3.5,2019-11-23 22:59:05
2052025401,吹响悠风号剧场版：想要传达的旋律,2017 / 日本 / 剧情 动画 / 石原立也 小川太一 / 黑泽朋世 朝井彩加,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2499628260.jpg,2017-09-30(日本),https://movie.douban.com/subject/26994755/,9.2,"剧情,动画",4.5,2019-11-23 00:10:25
2049237400,海上钢琴师,1998 / 意大利 / 剧情 音乐 / 朱塞佩·托纳多雷 / 蒂姆·罗斯 普路特·泰勒·文斯,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2574551676.jpg,2019-11-15(中国大陆),https://movie.douban.com/subject/1292001/,9.3,"剧情,音乐",5,2019-11-20 21:28:19
2017414013,致命女人 第一季,2019 / 美国 / 剧情 喜剧 犯罪 / 大卫·格罗斯曼 刘玉玲 马克·韦布 大卫·沃伦 伊丽莎白·艾伦 瓦莱丽·韦斯 道恩·威尔金森 / 刘玉玲 金妮弗·古德温,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2566967861.jpg,2019-07-21(洛杉矶LGBT电影节),https://movie.douban.com/subject/30401122/,9.4,"剧情,喜剧,犯罪",4.5,2019-10-27 21:12:33
,"
西尔维斯特·里维和他的朋友们：德语音乐剧明星音乐会",,https://img3.doubanio.com/pview/event_poster/large/public/09a5125055123d0.jpg,,https://www.douban.com/event/32366999/,,,5,2019-09-20 18:00
1951407769,阿拉丁,2019 / 美国 / 爱情 奇幻 冒险 / 盖·里奇 / 梅纳·玛索德 娜奥米·斯科特,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2553992741.jpg,2019-05-24(中国大陆),https://movie.douban.com/subject/26891256/,7.4,"爱情,奇幻,冒险",3.5,2019-09-13 20:18:43
1914847596,昨日奇迹,2019 / 英国 / 喜剧 奇幻 音乐 / 丹尼·博伊尔 / 希米什·帕特尔 莉莉·詹姆斯,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2561245949.jpg,2019-08-16(中国大陆),https://movie.douban.com/subject/30165034/,6.4,"喜剧,奇幻,音乐",3,2019-08-18 20:27:17
1914843186,送我上青云,2019 / 中国大陆 / 剧情 / 滕丛丛 / 姚晨 袁弘,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2565751382.jpg,2019-08-16(中国大陆),https://movie.douban.com/subject/27180759/,7,剧情,3.5,2019-08-18 20:24:47
,空中花园谋杀案,,https://img9.doubanio.com/pview/drama_subject_poster/median/public/67b95c56cd273c4.jpg,,https://www.douban.com/location/drama/10540049/,,,4,2019-08-18 14:22:33
,巴黎圣母院,,https://img2.doubanio.com/pview/drama_subject_poster/median/public/c32fd185109b8ae.jpg,,https://www.douban.com/location/drama/1765426/,,,4,2019-07-27 17:22:00
1867798268,第九区,2009 / 美国 新西兰 加拿大 南非 / 动作 剧情 科幻 / 尼尔·布洛姆坎普 / 沙尔托·科普雷 詹森·库伯,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p1559469100.jpg,2009-11-27(中国大陆),https://movie.douban.com/subject/3006772/,8.3,"动作,剧情,科幻",4,2019-07-20 16:49:19
1864148421,大都会,1927 / 德国 / 剧情 科幻 / 弗里茨·朗 / 阿弗莱德·阿贝尔 古斯塔夫·佛力施,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p906689323.jpg,1927-01-10,https://movie.douban.com/subject/1298107/,9.1,"剧情,科幻",4.5,2019-07-17 21:40:30
1862854191,哪吒之魔童降世,2019 / 中国大陆 / 剧情 喜剧 动画 / 饺子 / 吕艳婷 囧森瑟夫,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2563780504.jpg,2019-07-26(中国大陆),https://movie.douban.com/subject/26794435/,8.4,"剧情,喜剧,动画",1,2019-07-16 21:39:19
,一个美国人在巴黎,,https://img9.doubanio.com/pview/drama_subject_poster/median/public/17f8f3db753071e.jpg,,https://www.douban.com/location/drama/26284475/,,,4,2019-06-16 14:22:33
,叶甫盖尼 • 奥涅金,,https://img9.doubanio.com/pview/drama_subject_poster/median/public/5e6aa37b878d958.jpg,,https://www.douban.com/location/drama/26817945/,,,5,2019-05-11 14:22:33
,塞勒姆的女巫,,https://img9.doubanio.com/pview/drama_subject_poster/median/public/c3ff61687f189c4.jpg,,https://www.douban.com/location/drama/11593187/,,,4,2019-05-11 12:00
1781875999,大侦探皮卡丘,2019 / 美国 日本 英国 加拿大 / 喜剧 动画 奇幻 / 罗伯·莱特曼 / 瑞安·雷诺兹 贾斯蒂斯·史密斯,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2555538168.jpg,2019-05-10(中国大陆),https://movie.douban.com/subject/26835471/,6.4,"喜剧,动画,奇幻",3,2019-05-10 20:07:09
1774500830,复仇者联盟4：终局之战,2019 / 美国 / 剧情 动作 科幻 / 安东尼·罗素 乔·罗素 / 小罗伯特·唐尼 克里斯·埃文斯,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2552058346.jpg,2019-04-24(中国大陆),https://movie.douban.com/subject/26100958/,8.5,"剧情,动作,科幻",4.5,2019-05-03 19:46:20
,酗酒者莫非,,https://img9.doubanio.com/pview/drama_subject_poster/median/public/632670a284ac8cc.jpg,,https://www.douban.com/location/drama/26962706/,,,5,2019-04-14 14:22:33
1741942869,妖猫传,2017 / 中国大陆 日本 / 剧情 悬疑 奇幻 / 陈凯歌 / 黄轩 染谷将太,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2530249558.jpg,2017-12-22(中国大陆),https://movie.douban.com/subject/5350027/,6.9,"剧情,悬疑,奇幻",3.5,2019-04-05 18:44:50
,一个无政府主义者的意外死亡,,https://img9.doubanio.com/pview/drama_subject_poster/median/public/f4ea686f6877a6e.jpg,,https://www.douban.com/location/drama/10453692/,,,4,2019-03-24 14:22:33
,犹太城,,https://img9.doubanio.com/pview/drama_subject_poster/median/public/7e4b74594b5412e.jpg,,https://www.douban.com/location/drama/20381258/,,,4,2019-03-24 14:22:33
1508457802,胡桃夹子和四个王国,2018 / 美国 / 奇幻 冒险 / 拉斯·霍尔斯道姆 乔·庄斯顿 / 麦肯吉·弗依 摩根·弗里曼,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2537214991.jpg,2018-11-02(中国大陆),https://movie.douban.com/subject/26741061/,5.9,"奇幻,冒险",3,2019-03-11 23:05:29
1712326297,绿皮书,2018 / 美国 中国大陆 / 剧情 喜剧 传记 / 彼得·法雷里 / 维果·莫腾森 马赫沙拉·阿里,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2549177902.jpg,2019-03-01(中国大陆),https://movie.douban.com/subject/27060077/,8.9,"剧情,喜剧,传记",4.5,2019-03-11 14:26:24
1690632104,地球最后的夜晚,2018 / 中国大陆 法国 / 剧情 爱情 悬疑 / 毕赣 / 汤唯 黄觉,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2522256119.jpg,2018-12-31(中国大陆),https://movie.douban.com/subject/26633257/,6.9,"剧情,爱情,悬疑",3.5,2019-02-24 02:57:54
1687715746,星际穿越,2014 / 美国 英国 加拿大 / 剧情 科幻 冒险 / 克里斯托弗·诺兰 / 马修·麦康纳 安妮·海瑟薇,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2614988097.jpg,2014-11-12(中国大陆),https://movie.douban.com/subject/1889243/,9.4,"剧情,科幻,冒险",5,2019-02-23 00:39:09
1658940060,2001太空漫游,1968 / 英国 美国 / 科幻 惊悚 冒险 / 斯坦利·库布里克 / 凯尔·杜拉 加里·洛克伍德,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2560717825.jpg,1968-04-02(华盛顿首映),https://movie.douban.com/subject/1292226/,8.9,"科幻,惊悚,冒险",5,2019-02-06 23:46:42
1638038297,流浪地球,2019 / 中国大陆 / 科幻 冒险 灾难 / 郭帆 / 吴京 屈楚萧,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2545472803.jpg,2019-02-05(中国大陆),https://movie.douban.com/subject/26266893/,7.9,"科幻,冒险,灾难",4,2019-02-05 15:22:25
1639041788,波西米亚狂想曲,2018 / 英国 美国 / 剧情 传记 同性 / 布莱恩·辛格 / 拉米·马雷克 本·哈迪,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2549558913.jpg,2019-03-22(中国大陆),https://movie.douban.com/subject/5300054/,8.6,"剧情,传记,同性",4.5,2019-01-24 01:13:14
1623477150,无名之辈,2018 / 中国大陆 / 剧情 喜剧 / 饶晓志 / 陈建斌 任素汐,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2539661066.jpg,2018-11-16(中国大陆),https://movie.douban.com/subject/27110296/,8,"剧情,喜剧",4,2019-01-11 23:03:24
1603320018,帕丁顿熊2,2017 / 英国 法国 美国 / 喜剧 动画 家庭 / 保罗·金 / 本·卫肖 休·格兰特,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2506466229.jpg,2017-12-08(中国大陆),https://movie.douban.com/subject/26340419/,8,"喜剧,动画,家庭",5,2018-12-31 15:34:57
